pos,pos_group,token_str,term_str
NN,NN,typhimurium,typhimurium
IN,IN,for,for
DT,DT,the,the
JJ,JJ,latter,latter
CD,CD,three,three
DT,DT,The,the
NN,NN,experiment,experiment
VBD,VB,was,was
VBN,VB,abandoned,abandoned
IN,IN,at,at
DT,DT,this,this
NN,NN,point,point
IN,IN,if,if
NNS,NN,cultures,cultures
VBG,VB,containing,containing
NNP,NN,Cip,cip
CC,CC,but,but
RB,RB,not,not
VB,VB,herbicide,herbicide
VBD,VB,were,were
RB,RB,visibly,visibly
NN,NN,turbid,turbid
DT,DT,This,this
VBD,VB,was,was
RB,RB,because,because
IN,IN,in,in
DT,DT,this,this
NN,NN,experiment,experiment
DT,DT,the,the
NN,NN,chosen,chosen
NNP,NN,Cip,cip
NN,NN,concentration,concentration
VBD,VB,was,was
IN,IN,above,above
NNP,NN,MIC,mic
IN,IN,in,in
NNS,NN,cultures,cultures
RB,RB,not,not
VBN,VB,exposed,exposed
TO,TO,to,to
VB,VB,herbicide,herbicide
CC,CC,and,and
NN,NN,growth,growth
VBD,VB,was,was
RB,RB,therefore,therefore
VBN,VB,interpreted,interpreted
IN,IN,as,as
JJ,JJ,due,due
TO,TO,to,to
DT,DT,a,a
JJ,JJ,resistant,resistant
NN,NN,mutant,mutant
IN,IN,in,in
DT,DT,the,the
JJ,JJ,starting,starting
NN,NN,culture,culture
NNP,NN,Herbicide,herbicide
CC,CC,and,and
JJ,JJ,antibiotic,antibiotic
NNS,NN,concentrations,concentrations
VBN,VB,used,used
VBP,VB,are,are
VBN,VB,detailed,detailed
IN,IN,in,in
DT,DT,the,the
NNP,NN,Results,results
NN,NN,section,section
NNS,NN,Cultures,cultures
VBD,VB,were,were
RB,RB,then,then
VBN,VB,diluted,diluted
IN,IN,as,as
IN,IN,above,above
IN,IN,in,in
DT,DT,the,the
JJ,JJ,same,same
NNS,NN,conditions,conditions
CC,CC,and,and
VBN,VB,incubated,incubated
RB,RB,again,again
IN,IN,for,for
CD,CD,24,24
NN,NN,h.,h
DT,DT,A,a
JJ,JJ,10-fold,10fold
NN,NN,dilution,dilution
IN,IN,in,in
NNP,NN,LB,lb
IN,IN,without,without
NNS,NN,herbicides,herbicides
CC,CC,or,or
NNS,NN,antibiotics,antibiotics
VBD,VB,followed,followed
TO,TO,to,to
VB,VB,ensure,ensure
JJ,JJ,observed,observed
NNS,NN,effects,effects
VBD,VB,were,were
RB,RB,not,not
JJ,JJ,due,due
TO,TO,to,to
VB,VB,herbicide,herbicide
JJ,JJ,induced,induced
JJ,JJ,adaptive,adaptive
NNS,NN,responses,responses
NNS,NN,Titers,titers
NN,NN,cfu/mL,cfuml
VBD,VB,were,were
VBN,VB,determined,determined
IN,IN,at,at
DT,DT,the,the
NN,NN,end,end
IN,IN,of,of
DT,DT,each,each
NN,NN,incubation,incubation
NN,NN,step,step
IN,IN,on,on
DT,DT,both,both
NNP,NN,LB,lb
CC,CC,and,and
IN,IN,on,on
NNP,NN,Cip,cip
IN,IN,at,at
DT,DT,an,an
RB,RB,initially,initially
JJ,JJ,non-permissive,nonpermissive
NN,NN,concentration,concentration
MD,MD,ca,ca
CD,CD,2×MIC,2mic
DT,DT,The,the
NN,NN,frequency,frequency
IN,IN,of,of
NNP,NN,Cip,cip
JJ,JJ,resistant,resistant
NNS,NN,mutants,mutants
CC,CC,and,and
DT,DT,the,the
NN,NN,number,number
IN,IN,of,of
NNS,NN,generations,generations
VBD,VB,was,was
VBN,VB,calculated,calculated
NNS,NN,Experiments,experiments
VBN,VB,described,described
IN,IN,in,in
DT,DT,the,the
NN,NN,section,section
NNP,NN,Herbicide-induced,herbicideinduced
NNS,NN,changes,changes
IN,IN,in,in
NNP,NN,MSC,msc
MD,MD,can,can
VB,VB,occur,occur
IN,IN,without,without
DT,DT,a,a
NN,NN,change,change
IN,IN,in,in
NNP,NN,MIC,mic
VBD,VB,were,were
VBN,VB,conducted,conducted
RB,RB,similarly,similarly
RB,RB,However,however
IN,IN,in,in
DT,DT,this,this
NN,NN,case,case
DT,DT,the,the
NN,NN,culture,culture
VBD,VB,supplemented,supplemented
IN,IN,with,with
JJ,JJ,only,only
NNP,NN,Cip,cip
VBD,VB,was,was
JJ,JJ,able,able
TO,TO,to,to
VB,VB,grow,grow
IN,IN,because,because
DT,DT,the,the
NN,NN,chosen,chosen
NNP,NN,Cip,cip
NN,NN,concentration,concentration
VBD,VB,was,was
IN,IN,below,below
NNP,NN,MIC,mic
JJ,JJ,Individual,individual
NNS,NN,colonies,colonies
IN,IN,of,of
NNS,NN,strains,strains
VBN,VB,grown,grown
IN,IN,on,on
JJ,JJ,solid,solid
NNP,NN,LB,lb
NN,NN,medium,medium
VBD,VB,were,were
VBN,VB,used,used
TO,TO,to,to
VB,VB,inoculate,inoculate
CD,CD,100,100
NN,NN,µL,µl
IN,IN,of,of
NN,NN,liquid,liquid
NNP,NN,LB,lb
IN,IN,in,in
DT,DT,a,a
CD,CD,96,96
RB,RB,well,well
NN,NN,plate,plate
DT,DT,The,the
NN,NN,plate,plate
VBD,VB,was,was
VBN,VB,incubated,incubated
IN,IN,with,with
NN,NN,aeration,aeration
TO,TO,to,to
NN,NN,saturation,saturation
IN,IN,before,before
MD,MD,ca,ca
CD,CD,4,4
JJ,JJ,µL,µl
NNS,NN,samples,samples
VBD,VB,were,were
VBN,VB,stenciled,stenciled
IN,IN,onto,onto
NNP,NN,LB,lb
VBZ,VB,plates,plates
VBG,VB,containing,containing
DT,DT,the,the
JJ,JJ,appropriate,appropriate
NNS,NN,antibiotics,antibiotics
NNS,NN,Plates,plates
VBD,VB,were,were
VBN,VB,incubated,incubated
IN,IN,at,at
CD,CD,37,37
NN,NN,°C,c
IN,IN,for,for
CD,CD,18,18
NN,NN,h.,h
NNS,NN,Strains,strains
VBD,VB,were,were
VBN,VB,scored,scored
RB,RB,positively,positively
IN,IN,for,for
NN,NN,growth,growth
IN,IN,if,if
NN,NN,growth,growth
VBD,VB,was,was
JJ,JJ,tangible,tangible
JJ,JJ,Isogenic,isogenic
NNS,NN,strains,strains
IN,IN,of,of
NNP,NN,E.,e
NNS,NN,coli,coli
VBG,VB,differing,differing
RB,RB,only,only
IN,IN,in,in
DT,DT,the,the
NNP,NN,MIC,mic
NN,NN,phenotype,phenotype
FW,FW,i.e.,ie
JJ,JJ,high,high
FW,FW,vs.,vs
JJ,JJ,low,low
CC,CC,and,and
DT,DT,an,an
JJ,JJ,additional,additional
NN,NN,selection,selection
NN,NN,marker,marker
VBD,VB,encoded,encoded
IN,IN,on,on
DT,DT,a,a
JJ,JJ,low,low
NN,NN,copy,copy
NN,NN,number,number
NN,NN,plasmid,plasmid
VBD,VB,were,were
JJ,JJ,co-incubated,coincubated
IN,IN,in,in
JJ,JJ,liquid,liquid
NNP,NN,LB,lb
NN,NN,medium,medium
VBG,VB,containing,containing
NN,NN,herbicide,herbicide
JJ,JJ,antibiotic,antibiotic
DT,DT,both,both
CC,CC,or,or
DT,DT,neither,neither
CC,CC,and,and
VBN,VB,grown,grown
TO,TO,to,to
NN,NN,saturation,saturation
IN,IN,before,before
NN,NN,dilution,dilution
IN,IN,by,by
DT,DT,a,a
NN,NN,factor,factor
IN,IN,of,of
CD,CD,103,103
IN,IN,in,in
DT,DT,the,the
JJ,JJ,same,same
NNS,NN,conditions,conditions
DT,DT,The,the
JJ,JJ,antibiotic,antibiotic
NN,NN,concentration,concentration
NN,NN,chosen,chosen
VBD,VB,was,was
IN,IN,below,below
NNP,NN,NOEL,noel
IN,IN,for,for
DT,DT,both,both
NNS,NN,strains,strains
NNP,NN,NOEL,noel
VBZ,VB,is,is
VBN,VB,defined,defined
RB,RB,here,here
IN,IN,as,as
DT,DT,the,the
JJS,JJ,highest,highest
JJ,JJ,antibiotic,antibiotic
NN,NN,concentration,concentration
IN,IN,for,for
WDT,WD,which,which
DT,DT,no,no
NN,NN,effect,effect
IN,IN,on,on
NN,NN,survival,survival
CC,CC,or,or
NN,NN,selection,selection
VBD,VB,were,were
VBN,VB,observed,observed
DT,DT,The,the
NN,NN,titer,titer
IN,IN,of,of
DT,DT,each,each
NN,NN,culture,culture
VBD,VB,was,was
VBN,VB,determined,determined
IN,IN,by,by
VBG,VB,plating,plating
IN,IN,on,on
JJ,JJ,non-selective,nonselective
NN,NN,medium,medium
IN,IN,after,after
DT,DT,each,each
NN,NN,incubation,incubation
NN,NN,step,step
IN,IN,After,after
CD,CD,5,5
NNS,NN,rounds,rounds
IN,IN,of,of
NN,NN,incubation,incubation
DT,DT,the,the
NN,NN,ratio,ratio
IN,IN,of,of
NNS,NN,strains,strains
VBD,VB,was,was
VBN,VB,determined,determined
IN,IN,by,by
VBG,VB,selecting,selecting
IN,IN,for,for
DT,DT,the,the
JJ,JJ,second,second
NN,NN,competition,competition
NN,NN,irrelevant,irrelevant
NN,NN,marker,marker
JJ,JJ,Natural,natural
NN,NN,selection,selection
VBD,VB,was,was
VBN,VB,defined,defined
IN,IN,as,as
DT,DT,the,the
NN,NN,difference,difference
IN,IN,in,in
DT,DT,the,the
JJ,JJ,exponential,exponential
NN,NN,growth,growth
NN,NN,rate,rate
IN,IN,of,of
DT,DT,the,the
CD,CD,two,two
NNS,NN,strains,strains
IN,IN,Under,under
DT,DT,this,this
NN,NN,interpretation,interpretation
DT,DT,the,the
NN,NN,change,change
IN,IN,in,in
DT,DT,the,the
NN,NN,proportion,proportion
IN,IN,of,of
JJ,JJ,resistant,resistant
NNS,NN,individuals,individuals
IN,IN,per,per
NN,NN,unit,unit
IN,IN,of,of
NN,NN,time,time
VBZ,VB,is,is
DT,DT,the,the
JJ,JJ,logistic,logistic
NN,NN,curve,curve
IN,IN,with,with
DT,DT,the,the
JJ,JJ,explicit,explicit
NN,NN,solution,solution
NN,NN,p,p
NN,NN,est∕,est
JJ,JJ,c,c
JJS,JJ,est,est
WRB,WR,where,where
NN,NN,t,t
NN,NN,time,time
JJ,JJ,p,p
NN,NN,proportion,proportion
IN,IN,of,of
JJ,JJ,resistant,resistant
NNS,NN,individuals,individuals
NN,NN,s,s
NN,NN,strength,strength
IN,IN,of,of
NN,NN,selection,selection
VBP,VB,c,c
JJ,JJ,constant,constant
VBG,VB,describing,describing
DT,DT,the,the
JJ,JJ,initial,initial
NN,NN,proportion,proportion
IN,IN,of,of
JJ,JJ,resistant,resistant
NNS,NN,individuals,individuals
NN,NN,c,c
CD,CD,1∕p0,1p0
CD,CD,1,1
DT,DT,The,the
JJ,JJ,constant,constant
NN,NN,p0,p0
VBZ,VB,is,is
DT,DT,the,the
NN,NN,proportion,proportion
IN,IN,of,of
JJ,JJ,resistant,resistant
NNS,NN,individuals,individuals
IN,IN,at,at
NN,NN,t0,t0
DT,DT,the,the
NN,NN,start,start
IN,IN,of,of
DT,DT,the,the
NN,NN,experiment,experiment
NN,NN,t,t
VBZ,VB,is,is
VBN,VB,defined,defined
IN,IN,as,as
DT,DT,the,the
NN,NN,number,number
IN,IN,of,of
NNS,NN,generations,generations
VBG,VB,using,using
DT,DT,the,the
NN,NN,generation,generation
NN,NN,time,time
IN,IN,for,for
DT,DT,the,the
RBR,RB,more,more
JJ,JJ,resistant,resistant
NN,NN,strain,strain
IN,IN,By,by
VBG,VB,rearranging,rearranging
DT,DT,this,this
NN,NN,formula,formula
DT,DT,the,the
NN,NN,strength,strength
IN,IN,of,of
NN,NN,selection,selection
VBZ,VB,is,is
JJ,JJ,s,s
NN,NN,ln,ln
NN,NN,pc∕,pc
CD,CD,1,1
NN,NN,p,p
NN,NN,∕t,t
NNP,NN,Growth,growth
NNS,NN,curves,curves
VBD,VB,were,were
VBN,VB,established,established
IN,IN,at,at
CD,CD,37,37
NN,NN,°C,c
IN,IN,in,in
NN,NN,liquid,liquid
NNP,NN,LB,lb
NN,NN,medium,medium
VBD,VB,supplemented,supplemented
IN,IN,with,with
NN,NN,herbicide,herbicide
JJ,JJ,antibiotic,antibiotic
DT,DT,both,both
CC,CC,or,or
CC,CC,neither,neither
VBG,VB,using,using
DT,DT,a,a
NNP,NN,FLUOstar,fluostar
NNP,NN,Omega,omega
NN,NN,microplate,microplate
NN,NN,reader,reader
NNP,NN,BMG,bmg
NNP,NN,LABTECH,labtech
NNP,NN,Germany,germany
DT,DT,The,the
NNP,NN,OD600,od600
VBD,VB,was,was
VBN,VB,determined,determined
DT,DT,every,every
CD,CD,6,6
NN,NN,min,min
IN,IN,for,for
CD,CD,16,16
NN,NN,h,h
CC,CC,and,and
VBD,VB,averaged,averaged
RB,RB,over,over
CD,CD,five,five
JJ,JJ,biological,biological
NNS,NN,replicates,replicates
NNS,NN,Cultures,cultures
VBD,VB,were,were
VBN,VB,started,started
IN,IN,at,at
NNS,NN,densities,densities
IN,IN,of,of
MD,MD,ca,ca
CD,CD,106,106
NN,NN,cfu/mL,cfuml
JJ,JJ,Antibiotic,antibiotic
CC,CC,and,and
JJ,JJ,herbicide,herbicide
NNS,NN,concentrations,concentrations
VBN,VB,used,used
VBP,VB,are,are
VBN,VB,detailed,detailed
IN,IN,in,in
DT,DT,the,the
NN,NN,legend,legend
IN,IN,of,of
NN,NN,R,r
VBD,VB,was,was
VBN,VB,used,used
IN,IN,for,for
DT,DT,all,all
JJ,JJ,statistical,statistical
NNS,NN,analyses,analyses
IN,IN,For,for
NNS,NN,experiments,experiments
VBG,VB,measuring,measuring
NNS,NN,changes,changes
TO,TO,to,to
NNP,NN,MIC,mic
DT,DT,an,an
NNP,NN,ANOVA,anova
VBD,VB,was,was
VBN,VB,used,used
TO,TO,to,to
VB,VB,analyze,analyze
DT,DT,the,the
JJ,JJ,randomized,randomized
JJ,JJ,complete,complete
NN,NN,block,block
NN,NN,design,design
VBG,VB,using,using
DT,DT,each,each
JJ,JJ,independent,independent
NN,NN,experiment,experiment
IN,IN,as,as
DT,DT,a,a
NN,NN,block,block
IN,IN,with,with
NN,NN,presence/absence,presenceabsence
IN,IN,of,of
NN,NN,antibiotic/herbicide,antibioticherbicide
IN,IN,as,as
NNS,NN,levels,levels
NNS,NN,Residuals,residuals
VBD,VB,were,were
VBN,VB,used,used
TO,TO,to,to
VB,VB,test,test
IN,IN,for,for
NN,NN,normality,normality
CC,CC,and,and
NN,NN,equality,equality
IN,IN,of,of
NNS,NN,variances,variances
CC,CC,and,and
NN,NN,log,log
VBN,VB,transformed,transformed
NNS,NN,data,data
WRB,WR,where,where
NN,NN,appropriate,appropriate
NNP,NN,Tukey,tukey
VBD,VB,s,s
NNP,NN,HSD,hsd
NN,NN,test,test
VBD,VB,was,was
VBN,VB,used,used
TO,TO,to,to
VB,VB,determine,determine
WDT,WD,which,which
NNS,NN,treatments,treatments
VBD,VB,were,were
RB,RB,significantly,significantly
JJ,JJ,different,different
IN,IN,from,from
DT,DT,each,each
JJ,JJ,other,other
IN,IN,For,for
JJ,JJ,mixed,mixed
NN,NN,culture,culture
NNS,NN,experiments,experiments
NNS,NN,changes,changes
TO,TO,to,to
NNP,NN,MSC,msc
CD,CD,two,two
NNS,NN,sets,sets
IN,IN,of,of
NNS,NN,analyses,analyses
VBD,VB,were,were
VBN,VB,performed,performed
RB,RB,First,first
PRP,PR,we,we
VBD,VB,determined,determined
IN,IN,whether,whether
VBG,VB,adding,adding
NNS,NN,antibiotics,antibiotics
VBZ,VB,increases,increases
DT,DT,the,the
NN,NN,strength,strength
IN,IN,of,of
NN,NN,selection,selection
IN,IN,at,at
JJ,JJ,different,different
NN,NN,herbicide,herbicide
NNS,NN,concentrations,concentrations
JJ,JJ,Second,second
PRP,PR,we,we
VBD,VB,determined,determined
IN,IN,whether,whether
VBG,VB,adding,adding
NNS,NN,herbicides,herbicides
VBZ,VB,increases,increases
DT,DT,the,the
NN,NN,strength,strength
IN,IN,of,of
NN,NN,selection,selection
IN,IN,at,at
JJ,JJ,different,different
JJ,JJ,antibiotic,antibiotic
NNS,NN,concentrations,concentrations
DT,DT,Each,each
NN,NN,set,set
IN,IN,of,of
NNS,NN,questions,questions
VBD,VB,was,was
VBN,VB,tested,tested
VBG,VB,using,using
NNS,NN,contrasts,contrasts
VBN,VB,performed,performed
IN,IN,with,with
DT,DT,the,the
NN,NN,glht,glht
NN,NN,function,function
IN,IN,in,in
DT,DT,the,the
JJ,JJ,multcomp,multcomp
NN,NN,package,package
IN,IN,with,with
DT,DT,a,a
JJ,JJ,two-sided,twosided
NN,NN,alternative,alternative
CC,CC,and,and
JJ,JJ,sequential,sequential
NNP,NN,Bonferroni,bonferroni
NN,NN,procedure,procedure
DT,DT,These,these
NNS,NN,contrasts,contrasts
VBD,VB,were,were
JJ,JJ,fit,fit
TO,TO,to,to
DT,DT,an,an
NNP,NN,ANOVA,anova
NN,NN,model,model
VBG,VB,treating,treating
DT,DT,each,each
NN,NN,combination,combination
IN,IN,of,of
NN,NN,herbicide,herbicide
CC,CC,and,and
JJ,JJ,antibiotic,antibiotic
IN,IN,as,as
DT,DT,a,a
NN,NN,treatment,treatment
NN,NN,category,category
JJ,JJ,Residual,residual
NNS,NN,plots,plots
VBD,VB,confirmed,confirmed
IN,IN,that,that
DT,DT,the,the
NNS,NN,assumptions,assumptions
IN,IN,of,of
NN,NN,normality,normality
CC,CC,and,and
NN,NN,equality,equality
IN,IN,of,of
NN,NN,variance,variance
VBD,VB,were,were
VBN,VB,met,met
IN,IN,Because,because
NNS,NN,residuals,residuals
VBD,VB,were,were
RB,RB,approximately,approximately
RB,RB,normally,normally
VBN,VB,distributed,distributed
PRP,PR,we,we
VBP,VB,report,report
DT,DT,the,the
JJ,JJ,arithmetic,arithmetic
NN,NN,mean,mean
DT,DT,the,the
NN,NN,maximum,maximum
NN,NN,likelihood,likelihood
NN,NN,estimator,estimator
IN,IN,of,of
NN,NN,population,population
NN,NN,mean,mean
IN,IN,under,under
DT,DT,the,the
NN,NN,assumption,assumption
IN,IN,of,of
NN,NN,normality,normality
TO,TO,To,to
VB,VB,estimate,estimate
VBG,VB,carrying,carrying
NN,NN,capacity,capacity
NN,NN,k,k
DT,DT,a,a
JJ,JJ,logistic,logistic
NN,NN,growth,growth
NN,NN,model,model
IN,IN,on,on
DT,DT,the,the
JJ,JJ,raw,raw
NNS,NN,data,data
VBG,VB,using,using
JJ,JJ,non-linear,nonlinear
NN,NN,least,least
NNS,NN,squares,squares
NN,NN,nls,nls
VBD,VB,was,was
VBN,VB,fit,fit
IN,IN,in,in
NNP,NN,R.,r
NNP,NN,Differences,differences
IN,IN,in,in
NN,NN,population,population
NN,NN,growth,growth
IN,IN,between,between
NNS,NN,strains,strains
IN,IN,in,in
JJ,JJ,different,different
NNS,NN,treatments,treatments
VBD,VB,were,were
VBN,VB,estimated,estimated
IN,IN,by,by
VBG,VB,estimating,estimating
NN,NN,r,r
DT,DT,the,the
JJ,JJ,intrinsic,intrinsic
NN,NN,growth,growth
NN,NN,rate,rate
IN,IN,of,of
DT,DT,each,each
NN,NN,strain,strain
NNP,NN,Data,data
NNS,NN,sets,sets
VBD,VB,were,were
VBN,VB,log,log
VBN,VB,transformed,transformed
CC,CC,and,and
DT,DT,the,the
NN,NN,slope,slope
IN,IN,of,of
DT,DT,the,the
NN,NN,growth,growth
NN,NN,curve,curve
IN,IN,between,between
NN,NN,t,t
CD,CD,48,48
NN,NN,min,min
CC,CC,and,and
NN,NN,t,t
CD,CD,150,150
NN,NN,min,min
VBD,VB,was,was
VBN,VB,measured,measured
DT,DT,A,a
JJ,JJ,visual,visual
NN,NN,inspection,inspection
IN,IN,of,of
DT,DT,the,the
NNS,NN,plots,plots
VBD,VB,revealed,revealed
IN,IN,that,that
IN,IN,before,before
JJ,JJ,t,t
CD,CD,48,48
NN,NN,min,min
NNS,NN,graphs,graphs
VBD,VB,were,were
RB,RB,not,not
JJ,JJ,linear,linear
IN,IN,After,after
JJ,JJ,t,t
CD,CD,150,150
NN,NN,min,min
NN,NN,growth,growth
VBD,VB,slowed,slowed
IN,IN,as,as
NNS,NN,cells,cells
VBD,VB,were,were
VBG,VB,entering,entering
JJ,JJ,stationary,stationary
NN,NN,phase,phase
PRP,PR,We,we
VBD,VB,tested,tested
IN,IN,for,for
NNS,NN,differences,differences
IN,IN,between,between
DT,DT,the,the
CD,CD,two,two
NNS,NN,strains,strains
IN,IN,in,in
DT,DT,both,both
NN,NN,r,r
CC,CC,and,and
NN,NN,k,k
IN,IN,by,by
VBG,VB,calculating,calculating
NN,NN,contrast,contrast
IN,IN,in,in
DT,DT,an,an
NNP,NN,ANOVA,anova
NN,NN,aov,aov
JJ,JJ,Residual,residual
NNS,NN,plots,plots
VBD,VB,were,were
VBN,VB,used,used
TO,TO,to,to
VB,VB,test,test
IN,IN,for,for
NNS,NN,violations,violations
IN,IN,of,of
NNS,NN,assumptions,assumptions
IN,IN,for,for
NNP,NN,ANOVA,anova
NNS,NN,Assumptions,assumptions
IN,IN,of,of
NN,NN,normality,normality
CC,CC,and,and
JJ,JJ,equal,equal
NNS,NN,variances,variances
VBD,VB,were,were
VBN,VB,met,met
IN,IN,in,in
DT,DT,all,all
NNS,NN,data,data
NNS,NN,sets,sets
IN,IN,In,in
CD,CD,two,two
NNS,NN,data,data
NNS,NN,sets,sets
EX,EX,there,there
VBD,VB,were,were
DT,DT,a,a
JJ,JJ,small,small
NN,NN,number,number
IN,IN,of,of
NNS,NN,outliers,outliers
DT,DT,These,these
VBD,VB,had,had
JJ,JJ,small,small
NNS,NN,influences,influences
IN,IN,on,on
NN,NN,parameter,parameter
NNS,NN,estimates,estimates
CC,CC,and,and
VBD,VB,were,were
RB,RB,hence,hence
RB,RB,not,not
VBN,VB,removed,removed
NNS,NN,Contrasts,contrasts
IN,IN,between,between
NNS,NN,treatments,treatments
VBD,VB,were,were
VBN,VB,calculated,calculated
VBG,VB,using,using
DT,DT,the,the
JJ,JJ,glht,glht
NN,NN,package,package
IN,IN,in,in
NNP,NN,R,r
VBG,VB,using,using
DT,DT,the,the
JJ,JJ,sequential,sequential
NNP,NN,Bonferroni,bonferroni
NN,NN,correction,correction
IN,IN,As,as
VBN,VB,reported,reported
RB,RB,previously,previously
JJ,JJ,simultaneous,simultaneous
NN,NN,exposure,exposure
TO,TO,to,to
DT,DT,a,a
NN,NN,variety,variety
IN,IN,of,of
NNS,NN,antibiotics,antibiotics
CC,CC,and,and
DT,DT,either,either
JJ,JJ,various,various
JJ,JJ,commercial,commercial
NN,NN,herbicide,herbicide
NNS,NN,formulations,formulations
CC,CC,or,or
TO,TO,to,to
DT,DT,either,either
JJ,JJ,active,active
NNS,NN,ingredients,ingredients
CC,CC,and,and
DT,DT,some,some
NNS,NN,surfactants,surfactants
VBZ,VB,alters,alters
DT,DT,the,the
NN,NN,survival,survival
IN,IN,of,of
NNP,NN,E.,e
NNS,NN,coli,coli
CC,CC,and,and
NNP,NN,S.,s
NN,NN,typhimurium,typhimurium
VBN,VB,compared,compared
TO,TO,to,to
VB,VB,exposure,exposure
TO,TO,to,to
RB,RB,only,only
DT,DT,the,the
NNS,NN,antibiotics,antibiotics
DT,DT,This,this
VBD,VB,was,was
JJ,JJ,due,due
TO,TO,to,to
JJ,JJ,adaptive,adaptive
NNS,NN,changes,changes
IN,IN,in,in
JJ,JJ,exposed,exposed
NNS,NN,bacteria,bacteria
IN,IN,From,from
DT,DT,these,these
NNS,NN,observations,observations
PRP,PR,we,we
VBD,VB,hypothesized,hypothesized
IN,IN,that,that
JJ,JJ,particular,particular
NNS,NN,combinations,combinations
IN,IN,of,of
NNS,NN,antibiotics,antibiotics
CC,CC,and,and
DT,DT,these,these
NNS,NN,formulations,formulations
VBP,VB,alter,alter
DT,DT,the,the
NNP,NN,MSC,msc
CC,CC,or,or
NNP,NN,MIC,mic
IN,IN,of,of
DT,DT,the,the
JJ,JJ,antibiotic,antibiotic
IN,IN,in,in
DT,DT,a,a
NN,NN,way,way
WDT,WD,that,that
VBZ,VB,favours,favours
RB,RB,genetically,genetically
JJ,JJ,resistant,resistant
NNS,NN,variants,variants
TO,TO,To,to
VB,VB,test,test
DT,DT,this,this
NN,NN,hypothesis,hypothesis
PRP,PR,we,we
VBD,VB,conducted,conducted
JJ,JJ,short-term,shortterm
NN,NN,evolution,evolution
IN,IN,in,in
NNS,NN,antibiotics,antibiotics
IN,IN,with,with
CC,CC,and,and
IN,IN,without,without
JJ,JJ,additional,additional
NNS,NN,exposures,exposures
TO,TO,to,to
JJ,JJ,commercial,commercial
NN,NN,herbicide,herbicide
NNS,NN,formulations,formulations
IN,IN,Because,because
DT,DT,the,the
NN,NN,effect,effect
IN,IN,of,of
DT,DT,the,the
NN,NN,herbicide,herbicide
NN,NN,exposure,exposure
VBD,VB,was,was
JJ,JJ,specific,specific
TO,TO,to,to
DT,DT,the,the
NN,NN,combination,combination
IN,IN,of,of
NN,NN,herbicide,herbicide
CC,CC,and,and
JJ,JJ,antibiotic,antibiotic
RB,RB,primarily,primarily
CD,CD,two,two
NNS,NN,kinds,kinds
IN,IN,of,of
NNS,NN,experiments,experiments
VBD,VB,were,were
VBN,VB,done,done
RB,RB,Firstly,firstly
IN,IN,in,in
DT,DT,the,the
NN,NN,case,case
WRB,WR,where,where
DT,DT,the,the
NN,NN,herbicide,herbicide
VBD,VB,raised,raised
DT,DT,the,the
NNP,NN,MIC,mic
IN,IN,of,of
DT,DT,the,the
JJ,JJ,antibiotic,antibiotic
PRP,PR,we,we
VBD,VB,tested,tested
IN,IN,whether,whether
JJ,JJ,antibiotic,antibiotic
NNS,NN,survivors,survivors
MD,MD,could,could
VB,VB,give,give
NN,NN,rise,rise
TO,TO,to,to
JJ,JJ,antibiotic,antibiotic
JJ,JJ,resistant,resistant
NNS,NN,variants,variants
IN,IN,In,in
DT,DT,this,this
NN,NN,case,case
RB,RB,only,only
VBZ,VB,bacteria,bacteria
RB,RB,simultaneously,simultaneously
VBN,VB,exposed,exposed
TO,TO,to,to
DT,DT,both,both
DT,DT,the,the
NN,NN,herbicide,herbicide
CC,CC,and,and
JJ,JJ,antibiotic,antibiotic
MD,MD,would,would
VB,VB,survive,survive
WRB,WR,when,when
DT,DT,the,the
JJ,JJ,antibiotic,antibiotic
NN,NN,concentration,concentration
VBD,VB,exceeded,exceeded
DT,DT,the,the
NNP,NN,MIC,mic
IN,IN,of,of
DT,DT,the,the
NNS,NN,bacteria,bacteria
VBN,VB,measured,measured
IN,IN,without,without
DT,DT,the,the
NN,NN,addition,addition
IN,IN,of,of
DT,DT,the,the
NN,NN,herbicide,herbicide
RB,RB,Secondly,secondly
IN,IN,in,in
DT,DT,the,the
NN,NN,case,case
WRB,WR,where,where
DT,DT,the,the
NN,NN,herbicide,herbicide
VBD,VB,decreased,decreased
DT,DT,the,the
NNP,NN,MIC,mic
IN,IN,of,of
DT,DT,the,the
JJ,JJ,antibiotic,antibiotic
PRP,PR,we,we
VBD,VB,tested,tested
IN,IN,whether,whether
DT,DT,the,the
NN,NN,herbicide,herbicide
VBD,VB,decreased,decreased
DT,DT,the,the
NNP,NN,MSC,msc
IN,IN,of,of
DT,DT,the,the
JJ,JJ,antibiotic,antibiotic
VBG,VB,leading,leading
TO,TO,to,to
DT,DT,a,a
JJR,JJ,greater,greater
NN,NN,rate,rate
IN,IN,of,of
NN,NN,resistance,resistance
NN,NN,evolution,evolution
IN,IN,at,at
JJR,JJ,lower,lower
NNS,NN,concentrations,concentrations
IN,IN,of,of
JJ,JJ,antibiotic,antibiotic
IN,IN,because,because
IN,IN,of,of
NN,NN,exposure,exposure
TO,TO,to,to
DT,DT,the,the
NN,NN,herbicide,herbicide
NN,NN,formulation,formulation
VBG,VB,Exposing,exposing
CC,CC,either,either
NNP,NN,E.,e
NNS,NN,coli,coli
CC,CC,or,or
NNP,NN,S.,s
NN,NN,typhimurium,typhimurium
TO,TO,to,to
DT,DT,the,the
